rank,title,release,summary,metascore,userscore,link,img_url
1408,Family Ties: Season 1,"September 22, 1982","Family Ties first aired in September of 1982 on NBC and was one of the first of a wave of family comedies that emerged in the 1980's.  With a rocky start in the ratings, Family Ties rose to number 2 after it was placed in the prized time-slot right after The Cosby Show and remained there from 1984 until 1987.

The series centered around the Keaton family, Steven and his wife Elyse, both flower children of the 1960's.  They had four children, Alex, Mallory, Jennifer and Andrew, who was born in 1985.

What was unique about Family Ties was that it blended family comedy with politics.  The 1960's flower children, Steven and Elyse clashed with the 1980's conservative, Alex.  The show, in a way, showed the changing values during the Reagan era.  Besides political views, Family Ties covered a number of controversial topics ranging from suicide to racism to drug dependency.

Skippy was a neighbor who had a never-ending crush on Mallory.  Ellen was Alex's first serious girlfriend.  After breaking up with her, he became seriously involved with Lauren, a psychology student and Nick Moore was Mallory's serious boyfriend.

First Telecast: September 22, 1982  
Last Telecast: September 17, 1989

Episodes: 180 Color Episodes

Theme Song:

Without Us
 
Written by: Jeff Barry and Tom Scott

Sung by: Mindy Sterling and Dennis Tufano (1982) 
Johnny Mathis and Deniece Williams (1982-1989)



NBC Broadcast History

September 1982-March 1983----Wednesdays----9:30 p.m.
March-August 1983----Mondays----8:30 p.m.
August-December 1983----Wednesdays----9:30 p.m.
January 1984-August 1987----Thursdays----8:30 p.m.
August-September 1987----Sundays----8:00 & 8:30 p.m.
September 1987-September 1989----Sundays----8:00 p.m.


Nielsen Ratings:
(Top 30 or Better)

#5 in the 1984-1985 Season
#2 in the 1985-1986 Season
#2 in the 1986-1987 Season
#17 in the 1987-1988 Season",68,tbd,https://www.metacritic.com/tv/family-ties/season-1,https://static.metacritic.com/images/products/tv/3/fd23dda00a97d07e13c1b1f59b96097a-98.jpg
1409,Vegas: Season 1,"September 25, 2012","Ralph Lamb (Dennis Quaid), a Las Vegas rancher, is recruited by the mayor to become the new sheriff as Chicago gangster Vincent Savino (Michael Chiklis) makes a move to Sin City.",68,6.8,https://www.metacritic.com/tv/vegas/season-1,https://static.metacritic.com/images/products/tv/0/d8ac24456c11916e51b0a8f2ddd2b0e2-98.jpg
1410,Marvel's Runaways: Season 1,"November 21, 2017","Based on the Marvel comics series, six teenagers: Alex Wilder (Rhenzy Feliz), Nico Minoru (Lyrica Okano), Karolina Dean (Virginia Gardner), Gert Yorkes (Ariela Barer), Chase Stein (Gregg Sulkin), and Molly Hernandez (Allegra Acosta) unite against The Pride (a.k.a their parents): Catherine and Geoffrey Wilder (Angel Parker and Ryan Sands); Robert and Tina Minoru (James Yaegashi and Brittany Ishibashi); Dale and Stacey Yorkes (Kevin Weisman and Brigid Brannagh); Frank and Leslie Dean (Kip Pardue and Annie Wersching); and Janet and Victor Stein (Ever Carradine and James Marsters).",68,6.8,https://www.metacritic.com/tv/marvels-runaways/season-1,https://static.metacritic.com/images/products/tv/1/ef7c5e3a4c5d9c773f480ae254f39025-98.jpg
1411,Moby Dick,"August 1, 2011","Moby Dick is adapted by Encore for its first foray into original programming. It includes William Hurt as Captain Ahab; Ethan Hawke as Starbuck; Gillian Anderson as Ahab's wife, Elizabeth; and Donald Sutherland as Father Mapple.",68,8.6,https://www.metacritic.com/tv/moby-dick/season-1,https://static.metacritic.com/images/products/tv/2/f5eb60a353e73c745f302063ada2e431-98.jpg
1412,Scott Turow's Innocent,"November 29, 2011",The made-for-TV movie adaptation of Scott Turow's sequel to his 1987 novel Presumed Innocent picks up 20 years later where Rusty Sabich (Bill Pullman) is now a judge and again a suspect in the murder.,68,tbd,https://www.metacritic.com/tv/scott-turows-innocent/season-1,https://static.metacritic.com/images/products/tv/1/e66b06cabee4b965b843d44aef3b38b2-98.jpg
1413,The Riches: Season 2,"March 18, 2008",The Molloys' find their identies as the Rich's threatened not only by cousin Dale but by Dahlia's urge to leave their scheme.,68,7.4,https://www.metacritic.com/tv/the-riches/season-2,https://static.metacritic.com/images/products/tv/6/360d03ef127698617a6d6811bcc58620-98.jpg
1414,Lost Girl: Season 1,"September 12, 2011","Originally aired in Canada in 2010, Bo (Anna Silk) learns she is not human but Fae, specifically a succubus. With the help of new friend Kenzi (Ksenia Solo) and homicide detective Dyson (Kris Holden-Reed), she seeks more information about her Fae birth parents.",68,7.9,https://www.metacritic.com/tv/lost-girl/season-1,https://static.metacritic.com/images/products/tv/2/9015133c5d530f20fefc54b3ba09cfd5-98.jpg
1415,The Handmaid's Tale: Season 3,"June 5, 2019","The beginning of the rebellion will include betrayals, reunions and a journey where they must take a stand against Gilead in the third season of the drama series based on Margaret Atwood’s best-selling novel.",68,6.6,https://www.metacritic.com/tv/the-handmaids-tale/season-3,https://static.metacritic.com/images/products/tv/1/250601dd7f2decfc33c022bf413501bc-98.jpg
1416,Sons & Daughters: Season 1,"March 7, 2006","This ensemble, semi-improvised comedy from Fred Goss (""Significant Others"") follows the trials and tribulations of an extended family.",68,8.0,https://www.metacritic.com/tv/sons-daughters/season-1,https://static.metacritic.com/images/products/tv/6/4d5a173b4f0d590d3f9131882d967813-98.jpg
1417,Riverdale: Season 1,"January 26, 2017","The new school year is haunted by the mysterious death of Jason Blossom, but Archie Andrews (KJ Apa) has his own problems: a damaged friendship with Jughead Jones (Cole Sprouse), the end of his relationship with music teacher Ms. Grundy, and singer Josie McCoy (Ashleigh Murray) doesn't want to help him with his music. Betty Cooper's (Lili Reinhart) crush on Archie could be an issue between her new friend Veronica Lodge (Camila Mendes), who just moved to Riverdale. And then there's trouble from Jason's twin sister Cheryl (Madelaine Petsch) in Greg Berlanti's live-action, present-day adaptation of the popular comic series.",68,7.3,https://www.metacritic.com/tv/riverdale/season-1,https://static.metacritic.com/images/products/tv/6/428798daa72d5d5218e0cbb3eba76b5c-98.jpg
1418,Nikita: Season 1,"September 9, 2010","Based partly on the French film that spawned an American remake and the USA cable series La Femme Nikita, CW's version begins with the ex-assassin having escaped from the secret government agency known only as The Division a few years ago. She returns from hiding to seek revenge and help those still within the agency.",67,7.5,https://www.metacritic.com/tv/nikita/season-1,https://static.metacritic.com/images/products/tv/4/925342d173254dae0830c7e648f5231c-98.jpg
1419,Special: Season 1,"April 12, 2019",The comedy about a gay man (Ryan O’Connell) with a mild cerebral palsy is based on Ryan O'Connell's memoir and executive produced by Jim Parsons.,67,6.6,https://www.metacritic.com/tv/special/season-1,https://static.metacritic.com/images/products/tv/3/b0eb0ae5179e484fedc76368e4e371ce-98.jpg
1420,Nightingale: Season 1,"May 29, 2015",War veteran Peter (David Oyelowo) struggles to keep himself from having another psychotic episode as he awaits a visit from an old friend.,67,6.1,https://www.metacritic.com/tv/nightingale/season-1,https://static.metacritic.com/images/products/tv/6/abdab05b83ab727304b7b301eefb7382-98.jpg
1421,That's Life: Season 1,"October 1, 2000","That's Life is the story of the adventures of Lydia DeLucca, a 32 year old woman from a close Italian-American family in New Jersey, who decides to start her life over by breaking her lengthy engagement and pursuing the college degree of her dreams.",67,tbd,https://www.metacritic.com/tv/thats-life/season-1,https://static.metacritic.com/images/products/tv/4/49e487407e0414c0b212d284113d4ae8-98.jpg
1422,Upload: Season 1,"May 1, 2020","After a near fatal accident, app developer Nathan (Robbie Amell) is uploaded into a virtual afterlife called Lakeside by his girlfriend Ingrid in this sci-fi comedy created and written by Greg Daniels.",67,7.9,https://www.metacritic.com/tv/upload/season-1,https://static.metacritic.com/images/products/tv/1/2b8c3c3f30cfebf906b9d4f87d65c07b-98.jpg
1423,Fringe: Season 1,"September 9, 2008",J.J. Abrams' sci-fi drama investigates the conspiracy behind the mysterious deaths on an airplane.,67,8.3,https://www.metacritic.com/tv/fringe/season-1,https://static.metacritic.com/images/products/tv/5/e79bb4e1627b7f418d38e9f8100e17f2-98.jpg
1424,Virtuality,"June 26, 2009","A spaceship crew on a 10-year trip battle boredom with virtual reality, and their virtual lives are beamed back to earth as a TV show.",67,8.3,https://www.metacritic.com/tv/virtuality/season-1,https://static.metacritic.com/images/products/tv/5/c91be401094f8cdeeb619b8a32da3e2d-98.jpg
1425,9-1-1: Lone Star: Season 1,"January 19, 2020","The spin-off of 9-1-1 focuses on Owen Strand, a New York City firefighter (Rob Lowe) who moves to Austin with his son.",67,5.2,https://www.metacritic.com/tv/9-1-1-lone-star/season-1,https://static.metacritic.com/images/products/tv/9/da3b1ce373ca2a97fa1b04863d2d7874-98.jpg
1426,Babylon: Season 1,"November 13, 2014","This six-part Sundance original series (a co-production with the UK's Channel 4) comes from filmmaker Danny Boyle (Slumdog Millionaire) as well as Sam Bain and Jesse Armstrong, the pair behind the long-running UK cult comedy Peep Show. The workplace satire—where the workplace in question involves the highest levels of London's police force—stars Brit Marling and James Nesbitt.",67,8.7,https://www.metacritic.com/tv/babylon/season-1,https://static.metacritic.com/images/products/tv/7/162f7ce5f793907bbeca7b2b9a538965-98.jpg
1427,Star Wars: The Bad Batch: Season 1,"May 4, 2021",The animated sequel/spin-off of Star Wars: The Clone Wars is set after that series with members of Clone Force 99 (who call themselves the Bad Batch) beginning new missions in the galaxies.,67,7.0,https://www.metacritic.com/tv/star-wars-the-bad-batch/season-1,https://static.metacritic.com/images/products/tv/8/fc9b93a2e8a83444c93698671117184c-98.jpg
1428,Loaded: Season 1,"May 8, 2017","After selling their gaming company for millions, Josh (Jim Howick), Leon (Samuel Anderson), Ewan (Jonny Sweet) and Watto (Nick Helm) discover the challenges their new wealth brings and working for Casey (Mary McCormack), a Vice President at the parent company that bought them out in this dramedy based on the Mesudarim, the Israeli series created by Muli Segev and Assaf Harel.",67,5.3,https://www.metacritic.com/tv/loaded/season-1,https://static.metacritic.com/images/products/tv/0/10a001ed6aa7041164b127d66f235966-98.jpg
1429,United States of Tara: Season 1,"January 18, 2009",Tara (Toni Collette) and her family try to cope with her dissociative identity disorder (formally called multiple personality).,67,7.9,https://www.metacritic.com/tv/united-states-of-tara/season-1,https://static.metacritic.com/images/products/tv/3/06595f5a87f6630ce6b598949fb0be82-98.jpg
1430,Vice: Season 1,"April 5, 2013",Shane Smiths host the news magazine series that covers provocative stories from around the world.,67,6.7,https://www.metacritic.com/tv/vice/season-1,https://static.metacritic.com/images/products/tv/7/73c52456f6f5aa07c93e1373931e66e6-98.jpg
1431,Rutherford Falls: Season 1,"April 22, 2021","In a small New England town, Nathan Rutherford (Ed Helms) and his best friend Reagan Wells (Jana Schmieding) fight the moving of a historical statue in this comedy from Michael Schur, Ed Helms and Sierra Teller Ornelas.",67,5.4,https://www.metacritic.com/tv/rutherford-falls/season-1,https://static.metacritic.com/images/products/tv/5/a622e6be7f6ea56f0c4f6b06845517c2-98.jpg
1432,The Returned (2015): Season 1,"March 9, 2015","Carlton Cuse's American adaption of the French drama Les Revenants (shown on Sundance as The Returned) is also set in a small town where the dead reappear. The returned include Simon (Mat Vairo), a musician who died ten years ago and twin sisters (Sophie Lowe and India Ennenga) who died in a bus accident four years ago. Sheriff Tommy Moran (Kevin Alejandro) and psychologist Peter (Jeremy Sisto) try to help the families including Simon's girlfriend (Mary Elizabeth Winstead) and the twins estranged parents (Mark Pelligrino and Tandi Wright).",67,6.1,https://www.metacritic.com/tv/the-returned-2015/season-1,https://static.metacritic.com/images/products/tv/4/7f71199bf03bf3edce4a59995c0f1e4b-98.jpg
1433,Pillars of the Earth: Season 1,"July 23, 2010","Set in twelfth century England, Pillars of the Earth is a tale about love, war and religious strife during the building of the Kingsbridge Cathedral.",67,7.0,https://www.metacritic.com/tv/pillars-of-the-earth/season-1,https://static.metacritic.com/images/products/tv/7/cca550d9b5af2ad04ffbdc21fd13e590-98.jpg
